"flight_id","origin","destination","register","flight_num","airplane","airline_icao","dow","status_","status1_","status2_","type_","delay_","international","scheduled_date","scheduled_time","actual_date","actual_time","miladi_scheduled","miladi_actual"
"205","OIII","OIMM",,"TBN6252","MD.88","TBN","چهار شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","19","0","1402-01-09","21:45:00","1402-01-09","22:04:00","29/3/2023","29/3/2023"
"206","OIMM","OIII",,"TBN6257","md88","TBN","چهار شنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-09","22:00:00","1402-01-09","22:00:00","29/3/2023","29/3/2023"
"207","OIFM","OIMM","NULL","TBN6208","MD83","HH","چهارشنبه","پروازکرد21:35","NULL","NULL","departure","0","0","1402-01-09","21:25:00","1402-01-09","21:35:00","29/3/2023","29/3/2023"
"208","OIII","OIMM","EPSMA","TBN6252","md88","TBN","چهار شنبه","Departed","پرواز كرد ",,"departure","23","0","1402-01-09","20:30:00","1402-01-09","20:53:00","29/3/2023","29/3/2023"
"209","OIMM","OIFM","NULL","TBN6207","MD83","HH","چهارشنبه"," نشست20:30","NULL","پایان دریافت بار","arrival","0","0","1402-01-09","20:25:00","1402-01-09","20:30:00","29/3/2023","29/3/2023"
"210","OIMM","OIFM",,"TBN6207","MD.88","TBN","چهار شنبه","Departed","پرواز كرد ",,"departure","18","0","1402-01-09","19:00:00","1402-01-09","19:18:00","29/3/2023","29/3/2023"
"211","ORNI","OIMM",,"TBN7264","MD.88","TBN","چهار شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","-30","1","1402-01-09","17:55:00","1402-01-09","17:25:00","29/3/2023","29/3/2023"
"212","OIII","OIMM",,"TBN6222","md88","TBN","چهار شنبه","ONTIME","طبق برنامه ",,"departure","0","0","1402-01-09","16:10:00","1402-01-09","16:10:00","29/3/2023","29/3/2023"
"213","OIBK","OIII","EPSMA","TBN6264","md88","TBN","چهار شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","30","0","1402-01-09","15:35:00","1402-01-09","16:05:00","29/3/2023","29/3/2023"
"214","OIFM","OIBK","NULL","TBN6278","MD83","HH","چهارشنبه","پروازکرد12:20","NULL","NULL","departure","0","0","1402-01-09","11:45:00","1402-01-09","12:20:00","29/3/2023","29/3/2023"
"215","OIBK","OIFM","NULL","TBN6277","MD83","HH","چهارشنبه"," نشست11:05","NULL","پایان دریافت بار","arrival","0","0","1402-01-09","10:45:00","1402-01-09","11:05:00","29/3/2023","29/3/2023"
"216","OIMM","OIII",,"TBN6221","md88","TBN","چهار شنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-09","08:50:00","1402-01-09","08:50:00","29/3/2023","29/3/2023"
"217","OIII","OIBK","EPSMA","TBN6263","md88","TBN","چهار شنبه","Departed","پرواز كرد ",,"departure","21","0","1402-01-09","07:10:00","1402-01-09","07:31:00","29/3/2023","29/3/2023"
"218","OIMM","ORNI",,"TBN7263","MD.88","TBN","چهار شنبه","Departed","پرواز كرد ",,"departure","-4","1","1402-01-09","07:00:00","1402-01-09","06:56:00","29/3/2023","29/3/2023"
"219","OIII","OIMM",,"TBN6258","MD.88","TBN","چهار شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","5","0","1402-01-09","00:30:00","1402-01-09","00:35:00","29/3/2023","29/3/2023"
"220","OIMM","OIII",,"TBN6251","md88","TBN","پنج شنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-10","23:55:00","1402-01-10","23:55:00","30/3/2023","30/3/2023"
"221","OIBB","OIII","EPSMA","TBN6280","md88","TBN","پنج شنبه","LANDED","نشست ","دریافت بار از نقاله ","arrival","97","0","1402-01-10","22:00:00","1402-01-10","23:37:00","30/3/2023","30/3/2023"
"222","OIII","OIMM",,"TBN6224","MD.88","TBN","پنج شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","20","0","1402-01-10","22:30:00","1402-01-10","22:50:00","30/3/2023","30/3/2023"
"223","OIII","OIMM","EPTBF","TBN6224","MD.88","TBN","پنج شنبه","Departed","پرواز كرد ",,"departure","28","0","1402-01-10","21:15:00","1402-01-10","21:43:00","30/3/2023","30/3/2023"
"224","OIMM","OIII","EPTBF","TBN6223","md88","TBN","پنج شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","12","0","1402-01-10","20:10:00","1402-01-10","20:22:00","30/3/2023","30/3/2023"
"225","OIII","OIBB","EPSMA","TBN6279","md88","TBN","پنج شنبه","Departed","پرواز كرد ",,"departure","60","0","1402-01-10","18:30:00","1402-01-10","19:30:00","30/3/2023","30/3/2023"
"226","OIMM","OIII",,"TBN6223","MD.88","TBN","پنج شنبه","Departed","پرواز كرد ",,"departure","15","0","1402-01-10","19:00:00","1402-01-10","19:15:00","30/3/2023","30/3/2023"
"227","ORNI","OIMM",,"TBN7266","A320","TBN","پنج شنبه","ONTIME","طبق برنامه ",,"arrival","0","1","1402-01-10","18:10:00","1402-01-10","18:10:00","30/3/2023","30/3/2023"
"228","OIFM","OIMM",,"TBN6206","MD.88","TBN","پنج شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","2","0","1402-01-10","17:55:00","1402-01-10","17:57:00","30/3/2023","30/3/2023"
"229","ORNI","OIMM",,"TBN7264","A320","TBN","پنج شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","-30","1","1402-01-10","17:55:00","1402-01-10","17:25:00","30/3/2023","30/3/2023"
"230","OIFM","OIMM","NULL","TBN6206","MD80","HH","پنجشنبه","پروازکرد16:40","NULL","NULL","departure","0","0","1402-01-10","16:30:00","1402-01-10","16:40:00","30/3/2023","30/3/2023"
"231","OIBK","OIII","EPSMA","TBN6264","md88","TBN","پنج شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","14","0","1402-01-10","15:25:00","1402-01-10","15:39:00","30/3/2023","30/3/2023"
"232","OIMM","OIFM","NULL","TBN6205","md88","HH","پنجشنبه"," نشست15:23","NULL","پایان دریافت بار","arrival","0","0","1402-01-10","15:30:00","1402-01-10","15:23:00","30/3/2023","30/3/2023"
"233","OIMM","OIFM",,"TBN6205","MD.88","TBN","پنج شنبه","Departed","پرواز كرد ",,"departure","9","0","1402-01-10","14:00:00","1402-01-10","14:09:00","30/3/2023","30/3/2023"
"234","OIMM","OIBK",,"TBN6273","MD.88","TBN","پنج شنبه","ONTIME","طبق برنامه ",,"departure","0","0","1402-01-10","14:00:00","1402-01-10","14:00:00","30/3/2023","30/3/2023"
"235","OIBK","OIMM",,"TBN6274","MD.88","TBN","پنج شنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-10","13:00:00","1402-01-10","13:00:00","30/3/2023","30/3/2023"
"236","OIMM","ORNI",,"TBN7265","A320","TBN","پنج شنبه","ONTIME","طبق برنامه ",,"departure","0","1","1402-01-10","13:00:00","1402-01-10","13:00:00","30/3/2023","30/3/2023"
"237","OISS","OIBK","NULL","TBN6285","MD82","HH","پنجشنبه","پروازکرد12:13","NULL","NULL","departure","0","0","1402-01-10","12:00:00","1402-01-10","12:13:00","30/3/2023","30/3/2023"
"238","OIBK","OISS","NULL","TBN6286","MD82","HH","پنجشنبه"," نشست11:11","NULL","پایان دریافت بار","arrival","0","0","1402-01-10","11:00:00","1402-01-10","11:11:00","30/3/2023","30/3/2023"
"239","OIII","OIMM",,"TBN6258","md88","TBN","پنج شنبه","ONTIME","طبق برنامه ",,"departure","0","0","1402-01-10","10:05:00","1402-01-10","10:05:00","30/3/2023","30/3/2023"
"240","OIMM","OIII",,"TBN6257","md88","TBN","پنج شنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-10","08:45:00","1402-01-10","08:45:00","30/3/2023","30/3/2023"
"241","OIII","OIBK","EPSMA","TBN6263","md88","TBN","پنج شنبه","Departed","پرواز كرد ",,"departure","31","0","1402-01-10","07:30:00","1402-01-10","08:01:00","30/3/2023","30/3/2023"
"242","OIMM","ORNI",,"TBN7263","A320","TBN","پنج شنبه","Departed","پرواز كرد ",,"departure","-20","1","1402-01-10","07:00:00","1402-01-10","06:40:00","30/3/2023","30/3/2023"
"243","OIMM","OIII",,"TBN6251","MD82","TBN","جمعه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-11","23:55:00","1402-01-11","23:55:00","31/3/2023","31/3/2023"
"244","OIII","OIMM","EPTBF","TBN6258","md88","TBN","جمعه","Departed","پرواز كرد ",,"departure","27","0","1402-01-11","23:00:00","1402-01-11","23:27:00","31/3/2023","31/3/2023"
"245","OIMM","OIII",,"TBN6251","MD.88","TBN","جمعه","Departed","پرواز كرد ",,"departure","25","0","1402-01-11","22:45:00","1402-01-11","23:10:00","31/3/2023","31/3/2023"
"246","OIMM","OIII","EPSMA","TBN6257","md88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","13","0","1402-01-11","22:00:00","1402-01-11","22:13:00","31/3/2023","31/3/2023"
"247","OIII","OIMM",,"TBN6252","MD.88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","15","0","1402-01-11","21:45:00","1402-01-11","22:00:00","31/3/2023","31/3/2023"
"248","OIMM","OIII",,"TBN6257","MD.88","TBN","جمعه","Departed","پرواز كرد ",,"departure","10","0","1402-01-11","21:00:00","1402-01-11","21:10:00","31/3/2023","31/3/2023"
"249","OIII","OIMM","EPSMA","TBN6252","md88","TBN","جمعه","Departed","پرواز كرد ",,"departure","26","0","1402-01-11","20:25:00","1402-01-11","20:51:00","31/3/2023","31/3/2023"
"250","OIKQ","OIII","EPSMA","TBN6228","md88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","186","0","1402-01-11","16:00:00","1402-01-11","19:06:00","31/3/2023","31/3/2023"
"251","ORNI","OIMM",,"TBN7264","MD.88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","-22","1","1402-01-11","17:55:00","1402-01-11","17:33:00","31/3/2023","31/3/2023"
"252","OIII","OIMM",,"TBN6222","md88","TBN","جمعه","ONTIME","طبق برنامه ",,"departure","0","0","1402-01-11","16:05:00","1402-01-11","16:05:00","31/3/2023","31/3/2023"
"253","OIII","OIKQ","EPSMA","TBN6227","md88","TBN","جمعه","Departed","پرواز كرد ",,"departure","32","0","1402-01-11","12:00:00","1402-01-11","12:32:00","31/3/2023","31/3/2023"
"254","OIMM","OIII","EPSMA","TBN6223","md88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","78","0","1402-01-11","09:55:00","1402-01-11","11:13:00","31/3/2023","31/3/2023"
"255","OIMM","OIII",,"TBN6223","MD.88","TBN","جمعه","Departed","پرواز كرد ",,"departure","20","0","1402-01-11","09:45:00","1402-01-11","10:05:00","31/3/2023","31/3/2023"
"256","OIMM","OIII",,"TBN6221","md88","TBN","جمعه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-11","10:05:00","1402-01-11","10:05:00","31/3/2023","31/3/2023"
"257","OIII","OIMM",,"TBN6224","MD.88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","8","0","1402-01-11","08:45:00","1402-01-11","08:53:00","31/3/2023","31/3/2023"
"258","OIII","OIMM","EPSMA","TBN6224","md88","TBN","جمعه","Departed","پرواز كرد ",,"departure","14","0","1402-01-11","07:30:00","1402-01-11","07:44:00","31/3/2023","31/3/2023"
"259","OIMM","ORNI",,"TBN7263","MD.88","TBN","جمعه","Departed","پرواز كرد ",,"departure","-2","1","1402-01-11","07:00:00","1402-01-11","06:58:00","31/3/2023","31/3/2023"
"260","OIFM","OIMM",,"TBN6208","MD.88","TBN","شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","2","0","1402-01-12","22:50:00","1402-01-12","22:52:00","1/4/2023","1/4/2023"
"261","OIMM","OIII","EPSMA","TBN6325","md88","TBN","شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","104","0","1402-01-12","20:30:00","1402-01-12","22:14:00","1/4/2023","1/4/2023"
"262","OIFM","OIMM","NULL","TBN6208","MD83","HH","شنبه","پروازکرد21:40","NULL","NULL","departure","0","0","1402-01-12","21:25:00","1402-01-12","21:40:00","1/4/2023","1/4/2023"
"263","OIII","OIMM","EPSMA","TBN6224","md88","TBN","شنبه","Ready","آماده پرواز ",,"departure","0","0","1402-01-12","21:15:00","1402-01-12","21:15:00","1/4/2023","1/4/2023"
"264","OIMM","OIII",,"TBN6325","MD.88","TBN","شنبه","Departed","پرواز كرد ",,"departure","98","0","1402-01-12","19:10:00","1402-01-12","20:48:00","1/4/2023","1/4/2023"
"265","OIMM","OIFM","NULL","TBN6207","MD80","HH","شنبه"," نشست20:45","NULL","پایان دریافت بار","arrival","0","0","1402-01-12","20:25:00","1402-01-12","20:45:00","1/4/2023","1/4/2023"
"266","OIMM","OIII",,"TBN6223","md88","TBN","شنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-12","20:15:00","1402-01-12","20:15:00","1/4/2023","1/4/2023"
"267","OIII","OIMM",,"TBN6326","MD.88","TBN","شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","82","0","1402-01-12","18:10:00","1402-01-12","19:32:00","1/4/2023","1/4/2023"
"268","OIMM","OIFM",,"TBN6207","MD.88","TBN","شنبه","Departed","پرواز كرد ",,"departure","11","0","1402-01-12","19:00:00","1402-01-12","19:11:00","1/4/2023","1/4/2023"
"269","OIII","OIMM","EPSMA","TBN6326","md88","TBN","شنبه","Departed","پرواز كرد ",,"departure","90","0","1402-01-12","17:00:00","1402-01-12","18:30:00","1/4/2023","1/4/2023"
"270","ORNI","OIMM",,"TBN7264","MD.88","TBN","شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","-37","1","1402-01-12","16:55:00","1402-01-12","16:18:00","1/4/2023","1/4/2023"
"271","OIBK","OIII","EPSMA","TBN6264","md88","TBN","شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","19","0","1402-01-12","15:30:00","1402-01-12","15:49:00","1/4/2023","1/4/2023"
"272","OIII","OIMM",,"TBN6222","md88","TBN","شنبه","ONTIME","طبق برنامه ",,"departure","0","0","1402-01-12","15:00:00","1402-01-12","15:00:00","1/4/2023","1/4/2023"
"273","OIMM","OIII",,"TBN6221","md88","TBN","شنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-12","14:00:00","1402-01-12","14:00:00","1/4/2023","1/4/2023"
"274","OIFM","OIBK","NULL","TBN6278","MD83","HH","شنبه","پروازکرد12:10","NULL","NULL","departure","0","0","1402-01-12","11:45:00","1402-01-12","12:10:00","1/4/2023","1/4/2023"
"275","OIBK","OIFM","NULL","TBN6277","MD80","HH","شنبه"," نشست11:00","NULL","پایان دریافت بار","arrival","0","0","1402-01-12","10:45:00","1402-01-12","11:00:00","1/4/2023","1/4/2023"
"276","OIII","OIBK","EPSMA","TBN6263","md88","TBN","شنبه","Departed","پرواز كرد ",,"departure","18","0","1402-01-12","07:05:00","1402-01-12","07:23:00","1/4/2023","1/4/2023"
"277","OIMM","ORNI",,"TBN7263","MD.88","TBN","شنبه","Departed","پرواز كرد ",,"departure","-8","1","1402-01-12","06:00:00","1402-01-12","05:52:00","1/4/2023","1/4/2023"
"278","OIII","OIMM",,"TBN6258","MD.88","TBN","شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","2","0","1402-01-12","00:30:00","1402-01-12","00:32:00","1/4/2023","1/4/2023"
"279","OIII","OIMM",,"TBN6224","MD.88","TBN","شنبه","LANDED","نشست ","پایان دریافت بار ","arrival","150","0","1402-01-12","22:30:00","1402-01-13","01:00:00","1/4/2023","2/4/2023"
"280","OIII","OIMM","EPTBF","TBN6258","md88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","32","0","1402-01-13","23:00:00","1402-01-13","23:32:00","2/4/2023","2/4/2023"
"281","OIBB","OIII","EPTBC","TBN6280","md88","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","38","0","1402-01-13","22:30:00","1402-01-13","23:08:00","2/4/2023","2/4/2023"
"282","OIMM","OIII","EPTBF","TBN6257","md88","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","20","0","1402-01-13","22:00:00","1402-01-13","22:20:00","2/4/2023","2/4/2023"
"283","OISS","OIMM",,"TBN6232","A320","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","13","0","1402-01-13","21:35:00","1402-01-13","21:48:00","2/4/2023","2/4/2023"
"284","OIMM","OIII",,"TBN6257","MD.88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","6","0","1402-01-13","21:00:00","1402-01-13","21:06:00","2/4/2023","2/4/2023"
"285","OISS","OIMM","NULL","TBN6232","A320","HH","یکشنبه","پروازکرد20:30","NULL","NULL","departure","0","0","1402-01-13","20:00:00","1402-01-13","20:30:00","2/4/2023","2/4/2023"
"286","OOMS","OISS","NULL","TBN7218","MD.88","HH","یکشنبه"," نشست19:16","NULL","پایان دریافت بار","arrival","0","1","1402-01-13","19:00:00","1402-01-13","19:16:00","2/4/2023","2/4/2023"
"287","OIII","OIBB","EPSMA","TBN6279","md88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","10","0","1402-01-13","19:00:00","1402-01-13","19:10:00","2/4/2023","2/4/2023"
"288","OIII","OIMM",,"TBN6222","md88","TBN","یکشنبه","ONTIME","طبق برنامه ",,"departure","0","0","1402-01-13","18:50:00","1402-01-13","18:50:00","2/4/2023","2/4/2023"
"289","OIMM","OIII","EPSMA","TBN6221","md88","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","6","0","1402-01-13","17:35:00","1402-01-13","17:41:00","2/4/2023","2/4/2023"
"290","ORNI","OIMM",,"TBN7264","MD.88","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","-24","1","1402-01-13","16:55:00","1402-01-13","16:31:00","2/4/2023","2/4/2023"
"291","OIMM","OIII",,"TBN6221","MD.88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","-6","0","1402-01-13","16:30:00","1402-01-13","16:24:00","2/4/2023","2/4/2023"
"292","OISS","OIII",,"TBN6284","md88","TBN","یکشنبه","ONTIME","طبق برنامه ",,"arrival","0","0","1402-01-13","15:30:00","1402-01-13","15:30:00","2/4/2023","2/4/2023"
"293","OIFM","OIMM",,"TBN6208","MD.88","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","-1","0","1402-01-13","15:10:00","1402-01-13","15:09:00","2/4/2023","2/4/2023"
"294","OIAW","OOMS",,"TBN7239","MDC-DC-9-50","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","52","1","1402-01-13","14:15:00","1402-01-13","15:07:00","2/4/2023","2/4/2023"
"295","OIFM","OIMM","NULL","TBN6208","MD83","HH","یکشنبه","پروازکرد14:00","NULL","NULL","departure","0","0","1402-01-13","13:50:00","1402-01-13","14:00:00","2/4/2023","2/4/2023"
"296","OOMS","OIAW",,"TBN7240","MDC-DC-9-50","TBN","یکشنبه","ONTIME","طبق برنامه ",,"arrival","0","1","1402-01-13","13:15:00","1402-01-13","13:15:00","2/4/2023","2/4/2023"
"297","OIMM","OIFM","NULL","TBN6207","MD83","HH","یکشنبه"," نشست12:50","NULL","پایان دریافت بار","arrival","0","0","1402-01-13","12:50:00","1402-01-13","12:50:00","2/4/2023","2/4/2023"
"298","OIMM","OIFM",,"TBN6207","MD.88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","-2","0","1402-01-13","11:30:00","1402-01-13","11:28:00","2/4/2023","2/4/2023"
"299","OIII","OIMM",,"TBN6224","MD.88","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","41","0","1402-01-13","09:30:00","1402-01-13","10:11:00","2/4/2023","2/4/2023"
"300","OISS","OOMS","NULL","TBN7217","MD.88","HH","یکشنبه","پروازکرد09:24","NULL","NULL","departure","0","1","1402-01-13","09:00:00","1402-01-13","09:24:00","2/4/2023","2/4/2023"
"301","OIII","OIMM","EPSMA","TBN6224","md88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","49","0","1402-01-13","08:20:00","1402-01-13","09:09:00","2/4/2023","2/4/2023"
"302","OIMM","OISS","NULL","TBN6231","A320","HH","یکشنبه"," نشست07:56","NULL","پایان دریافت بار","arrival","0","0","1402-01-13","07:50:00","1402-01-13","07:56:00","2/4/2023","2/4/2023"
"303","OIMM","OIII","EPSMA","TBN6223","md88","TBN","یکشنبه","LANDED","نشست ","پایان دریافت بار ","arrival","36","0","1402-01-13","07:00:00","1402-01-13","07:36:00","2/4/2023","2/4/2023"
"304","OIMM","ORNI",,"TBN7263","MD.88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","32","1","1402-01-13","06:00:00","1402-01-13","06:32:00","2/4/2023","2/4/2023"
"305","OIMM","OISS",,"TBN6231","A320","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","5","0","1402-01-13","06:15:00","1402-01-13","06:20:00","2/4/2023","2/4/2023"
"306","OIMM","OIII",,"TBN6223","MD.88","TBN","یکشنبه","Departed","پرواز كرد ",,"departure","17","0","1402-01-13","06:00:00","1402-01-13","06:17:00","2/4/2023","2/4/2023"
"307","OIII","OISS",,"TBN6283","md88","TBN","یکشنبه","ONTIME","طبق برنامه ",,"departure","0","0","1402-01-13","06:00:00","1402-01-13","06:00:00","2/4/2023","2/4/2023"
